word,sentiment
unfit,Negative
unforeseen,Negative
unforgett,Positive
unfortun,Negative
unfriendli,Negative
ungrat,Negative
unguard,Negative
unhappili,Neutral
unhappi,Negative
unhealthi,Negative
unhurri,Positive
unicef,Neutral
unif,Neutral
uniform,Neutral
unifi,Neutral
unimpair,Neutral
unimpeach,Positive
unimport,Negative
uninform,Negative
uninterrupt,Neutral
union,Neutral
uniqu,Positive
unison,Neutral
unit,Neutral
unitedn,Neutral
unitedst,Neutral
uniti,Positive
univers,Neutral
unjust,Negative
unjustifi,Negative
unkind,Negative
unknown,Neutral
unlaw,Negative
unleash,Neutral
unless,Neutral
unlik,Neutral
unlikelihood,Neutral
unlimit,Positive
unlucki,Negative
unmistak,Neutral
unmitig,Neutral
unmov,Negative
unnatur,Negative
unnecessari,Negative
unnerv,Negative
unnot,Negative
unobserv,Negative
unparallel,Neutral
unpleas,Negative
unpopular,Negative
unpreced,Neutral
unpredict,Neutral
unprepar,Neutral
unprofit,Negative
unprovok,Neutral
unqualifi,Negative
unquestion,Neutral
unquest,Neutral
unreal,Neutral
unrealist,Neutral
unreason,Negative
unreli,Negative
unremit,Neutral
unrest,Negative
unrestrict,Neutral
unruli,Negative
unsaf,Negative
unsatisfactori,Negative
unscrupul,Negative
unseen,Negative
unselfish,Positive
unsettl,Negative
unshaken,Neutral
unsolv,Neutral
unsound,Negative
unspeak,Negative
unspecifi,Neutral
unstabl,Negative
unsteadi,Negative
unsuccess,Negative
unsuit,Neutral
unsur,Neutral
unsurpass,Neutral
until,Neutral
untim,Negative
untir,Neutral
unto,Neutral
untold,Neutral
untouch,Positive
untrain,Negative
untru,Negative
untrustworthi,Negative
untruth,Negative
unusu,Neutral
unwaverimg,Neutral
unwav,Neutral
unwil,Negative
unwilling,Negative
unwis,Negative
unworthi,Negative
up,Neutral
upbeat,Positive
upfront,Positive
upgrad,Positive
upheav,Negative
upheld,Positive
uphold,Positive
uplift,Positive
upon,Neutral
upper,Neutral
uppermost,Positive
upright,Positive
upris,Negative
uproar,Negative
uproot,Negative
upset,Negative
upsid,Positive
upstair,Neutral
upturn,Neutral
upward,Positive
uraguai,Neutral
uranium,Neutral
urban,Neutral
urg,Neutral
urgenc,Neutral
urgent,Neutral
us,Neutral
usa,Neutral
usabl,Positive
useless,Negative
user,Neutral
ussr,Neutral
usual,Neutral
usurp,Negative
utah,Neutral
utilitarian,Positive
util,Neutral
utmost,Neutral
utopia,Neutral
utopian,Neutral
utter,Neutral
utterli,Neutral
uttermost,Positive
vacat,Neutral
vacation,Neutral
vacil,Neutral
vacuum,Neutral
vagabond,Negative
vagrant,Negative
vagu,Negative
vain,Negative
vale,Neutral
valiant,Positive
valid,Positive
vallei,Neutral
valor,Positive
valuabl,Positive
valuat,Neutral
valu,Neutral
van,Neutral
vanish,Negative
vaniti,Negative
vanquish,Positive
vantag,Neutral
variabl,Neutral
variat,Neutral
varieti,Neutral
variou,Neutral
vari,Neutral
vast,Neutral
vector,Neutral
veget,Neutral
vehement,Negative
vehicl,Neutral
veil,Objective
vein,Neutral
veloc,Neutral
vener,Positive
venezuela,Neutral
vengeanc,Negative
venom,Negative
ventricl,Neutral
ventur,Neutral
veranda,Neutral
verb,Neutral
verbal,Objective
verdict,Neutral
verif,Positive
verifi,Positive
verit,Positive
vermont,Neutral
versatil,Positive
vers,Neutral
version,Neutral
versu,Neutral
vertic,Neutral
veri,Neutral
vessel,Objective
vest,Neutral
veteran,Neutral
veto,Negative
vex,Negative
vexat,Negative
vexati,Neutral
via,Neutral
viabil,Positive
viabl,Positive
vice,Negative
vicepresid,Neutral
vicin,Neutral
viciou,Negative
victim,Objective
victor,Neutral
victori,Positive
vie,Negative
viet,Neutral
vietnam,Neutral
view,Neutral
viewer,Neutral
viewpoint,Neutral
vigil,Positive
vigor,Neutral
vigour,Neutral
vile,Negative
villag,Neutral
villain,Negative
vindic,Neutral
vindict,Neutral
violat,Negative
violenc,Negative
violent,Negative
violin,Neutral
viper,Negative
virginia,Neutral
virtual,Neutral
virtu,Positive
virtuou,Positive
viscos,Neutral
visibl,Neutral
vision,Neutral
visionari,Positive
visit,Neutral
visitor,Neutral
visual,Neutral
vital,Neutral
vitamin,Neutral
vivaci,Positive
vivid,Positive
vocabulari,Neutral
vocat,Neutral
voic,Neutral
void,Negative
volatil,Negative
volum,Neutral
voluntarili,Neutral
voluntari,Positive
volunt,Neutral
vomit,Negative
vote,Neutral
voter,Neutral
vouchsaf,Positive
vow,Neutral
voyag,Neutral
vulgar,Negative
vulner,Neutral
vultur,Neutral
wage,Neutral
wagon,Neutral
wail,Negative
waist,Neutral
wait,Neutral
waiter,Neutral
wake,Neutral
walk,Neutral
walker,Objective
wall,Neutral
wallow,Negative
wallpap,Neutral
walnut,Neutral
wander,Neutral
wane,Negative
want,Neutral
wanton,Negative
war,Negative
ward,Neutral
wardrob,Neutral
warfar,Negative
warlik,Negative
warm,Positive
warmheart,Positive
warmth,Positive
warn,Neutral
warp,Negative
warrant,Neutral
warrior,Neutral
wartim,Objective
wari,Negative
wa,Neutral
wash,Neutral
washer,Neutral
washington,Neutral
wast,Negative
watch,Neutral
water,Neutral
waterfront,Objective
waterwai,Neutral
wave,Objective
waver,Neutral
wax,Neutral
wai,Neutral
wai0,Neutral
wai_0,Neutral
wai_,Neutral
wayward,Negative
we,Neutral
weak,Neutral
weaken,Negative
weakli,Neutral
wealth,Neutral
wealthi,Neutral
weapon,Neutral
wear,Neutral
wearer,Neutral
weari,Negative
wearisom,Negative
weather,Neutral
wed,Neutral
wednesdai,Neutral
wee,Negative
weed,Negative
week,Neutral
weekend,Neutral
weekli,Objective
weep,Negative
weigh,Neutral
weight,Objective
weird,Negative
welcom,Positive
welfar,Positive
well,Objective
wellb,Neutral
wellground,Neutral
wellinform,Neutral
wellknown,Neutral
wench,Negative
went,Neutral
wept,Neutral
were,Neutral
west,Neutral
western,Neutral
westerneurop,Neutral
westward,Neutral
wet,Neutral
weu,Objective
whack,Negative
what,Neutral
whatev,Neutral
whatsoev,Neutral
wheat,Neutral
wheel,Neutral
when,Neutral
whenev,Neutral
where,Neutral
wherea,Neutral
wherebi,Neutral
wherein,Neutral
wherev,Neutral
whether,Neutral
which,Neutral
whig,Neutral
while,Neutral
whim,Objective
whimper,Negative
whimsic,Positive
whine,Negative
whip,Negative
whirl,Neutral
whiski,Neutral
whisper,Neutral
whistl,Neutral
white,Neutral
who,Neutral
who's,Neutral
whoever,Neutral
whole,Neutral
wholeheart,Neutral
wholesal,Neutral
wholesom,Positive
whom,Neutral
whose,Neutral
why,Neutral
wick,Negative
wicked,Negative
wide,Neutral
widen,Neutral
widespread,Neutral
widow,Neutral
width,Neutral
wield,Neutral
wife,Neutral
wild,Negative
wilder,Neutral
will,Neutral
willing,Positive
wilt,Negative
wili,Negative
win,Neutral
winc,Negative
wind,Neutral
window,Neutral
windshield,Objective
wine,Neutral
wing,Neutral
winner,Neutral
winter,Neutral
wipe,Neutral
wire,Neutral
wisconson,Neutral
wisdom,Positive
wise,Positive
wish,Neutral
wit,Objective
witch,Neutral
witchcraft,Negative
with,Objective
withdraw,Neutral
withdrawn,Neutral
withdrew,Neutral
wither,Neutral
withheld,Negative
withhold,Negative
within,Neutral
without,Neutral
withstand,Neutral
witti,Positive
wive,Neutral
woe,Negative
woeful,Negative
woke,Neutral
woken,Neutral
wolf,Neutral
woman,Neutral
womb,Neutral
women,Neutral
won,Neutral
won't,Neutral
wonder,Positive
wondrou,Positive
woo,Positive
wood,Neutral
wooden,Neutral
wool,Neutral
wore,Neutral
work,Neutral
workabl,Positive
worker,Objective
workingman,Neutral
workingmen,Neutral
workmanship,Positive
workmen,Neutral
workshop,Neutral
world,Neutral
worldfam,Positive
worldwid,Neutral
worldli,Neutral
worn,Neutral
worrier,Negative
worri,Negative
wors,Negative
worsen,Negative
worship,Neutral
worst,Negative
worth,Positive
worthwhil,Positive
worthi,Positive
worthless,Negative
would,Neutral
wound,Negative
wrap,Neutral
wrath,Negative
wreakag,Neutral
wreck,Negative
wrestl,Negative
wretch,Negative
wretched,Negative
wrinkl,Negative
wrist,Neutral
write,Neutral
writer,Neutral
writh,Negative
written,Neutral
wrong,Neutral
wrote,Neutral
wrought,Negative
wry,Neutral
wyom,Neutral
ya,Neutral
yanke,Neutral
yard,Neutral
yawn,Negative
yea,Neutral
yeah,Neutral
year,Neutral
yearn,Negative
yell,Neutral
yellow,Neutral
yelp,Negative
yemen,Neutral
ye,Neutral
yesterdai,Neutral
yet,Neutral
yield,Neutral
yoke,Neutral
yonder,Neutral
york,Neutral
you,Neutral
young,Neutral
youngster,Neutral
your,Neutral
yourself,Neutral
yourselv,Neutral
youth,Neutral
yugoslavia,Neutral
zeal,Neutral
zealand,Neutral
zealou,Neutral
zen,Neutral
zenith,Positive
zero,Neutral
zest,Positive
zinc,Neutral
zone,Neutral
